=== 📊 거래 설정 ===
손익비: 1.4:1 (익절 +3.5% / 손절 -2.5%)
거래당 투자금: 1,000,000원

=== 💰 당일 수익 요약 ===
총 거래: 5건 (1승 4패)
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원 (실제 수익률 합계)
  ㄴ 손실 금액: -88,431원 (실제 손실률 합계)

=== 총 승패: 1승 4패 ===
=== selection_date 이후 승패: 1승 4패 ===
=== 📊 최대 동시 보유 종목 수: 2개 ===
=== 🌅 12시 이전 매수 종목: 1승 4패 (승률 20.0%) ===
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원
  ㄴ 손실 금액: -88,431원

   🔴 450140 09:59 매수 → -2.50%
   🔴 036710 10:42 매수 → -2.50%
   🟢 042520 11:18 매수 → +3.50%
   🔴 397030 11:27 매수 → -1.34%
   🔴 109670 11:36 매수 → -2.50%

=== 001520 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:02:28
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:1,290 | 거래량:2,617,645 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    13:06→13:09: 종가:19,020 | 거래량:8,903 | 🔴회피(신뢰도95%이상차단) | 신뢰도:0%
    13:09→13:12: 종가:19,160 | 거래량:12,368 | 🔴회피(시가대비22.8%상승(22%이상차단)) | 신뢰도:0%
    13:12→13:15: 종가:18,930 | 거래량:8,640 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:15→13:18: 종가:19,390 | 거래량:16,062 | 🔴회피(시가대비24.3%상승(22%이상차단)) | 신뢰도:0%
    13:18→13:21: 종가:19,450 | 거래량:24,518 | 🔴회피(시가대비24.7%상승(22%이상차단)) | 신뢰도:0%
    13:21→13:24: 종가:19,290 | 거래량:15,690 | 🔴회피(시가대비23.7%상승(22%이상차단)) | 신뢰도:0%
    13:24→13:27: 종가:19,350 | 거래량:12,783 | 🔴회피(시가대비24.0%상승(22%이상차단)) | 신뢰도:0%
    13:27→13:30: 종가:19,230 | 거래량:8,299 | 🔴회피(시가대비23.3%상승(22%이상차단)) | 신뢰도:0%
    13:30→13:33: 종가:19,380 | 거래량:9,107 | 🔴회피(시가대비24.2%상승(22%이상차단)) | 신뢰도:0%
    13:33→13:36: 종가:19,420 | 거래량:8,115 | 🔴회피(시가대비24.5%상승(22%이상차단)) | 신뢰도:0%
    13:36→13:39: 종가:19,440 | 거래량:12,624 | 🔴회피(시가대비24.6%상승(22%이상차단)) | 신뢰도:0%
    13:39→13:42: 종가:19,460 | 거래량:9,856 | 🔴회피(시가대비24.7%상승(22%이상차단)) | 신뢰도:0%
    13:42→13:45: 종가:19,490 | 거래량:7,253 | 🔴회피(시가대비24.9%상승(22%이상차단)) | 신뢰도:0%
    13:45→13:48: 종가:19,480 | 거래량:10,937 | 🔴회피(시가대비24.9%상승(22%이상차단)) | 신뢰도:0%
    13:48→13:51: 종가:19,780 | 거래량:31,898 | 🔴회피(시가대비26.8%상승(22%이상차단)) | 신뢰도:0%
    13:51→13:54: 종가:19,770 | 거래량:23,289 | 🔴회피(시가대비26.7%상승(22%이상차단)) | 신뢰도:0%
    13:54→13:57: 종가:19,840 | 거래량:27,579 | 🔴회피(시가대비27.2%상승(22%이상차단)) | 신뢰도:0%
    13:57→14:00: 종가:19,940 | 거래량:21,546 | 🔴회피(시가대비27.8%상승(22%이상차단)) | 신뢰도:0%
    14:00→14:03: 종가:20,300 | 거래량:136,204 | 🔴회피(시가대비30.1%상승(22%이상차단)) | 신뢰도:0%
    14:03→14:06: 종가:20,300 | 거래량:18,999 | 🔴회피(시가대비30.1%상승(22%이상차단)) | 신뢰도:0%
    14:06→14:09: 종가:20,300 | 거래량:8,247 | 🔴회피(시가대비30.1%상승(22%이상차단)) | 신뢰도:0%
    14:09→14:12: 종가:20,300 | 거래량:3,519 | 🔴회피(시가대비30.1%상승(22%이상차단)) | 신뢰도:0%
    14:12→14:15: 종가:20,300 | 거래량:10,029 | 🔴회피(시가대비30.1%상승(22%이상차단)) | 신뢰도:0%
    14:15→14:18: 종가:20,300 | 거래량:7,601 | 🔴회피(시가대비30.1%상승(22%이상차단)) | 신뢰도:0%
    14:18→14:21: 종가:19,190 | 거래량:200,073 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    14:21→14:24: 종가:19,170 | 거래량:102,097 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    14:24→14:27: 종가:19,340 | 거래량:37,898 | 🔴회피(시가대비24.0%상승(22%이상차단)) | 신뢰도:0%
    14:27→14:30: 종가:19,850 | 거래량:32,186 | 🔴회피(시가대비27.2%상승(22%이상차단)) | 신뢰도:0%
    14:30→14:33: 종가:20,050 | 거래량:47,734 | 🔴회피(시가대비28.5%상승(22%이상차단)) | 신뢰도:0%
    14:33→14:36: 종가:19,780 | 거래량:28,792 | 🔴회피(시가대비26.8%상승(22%이상차단)) | 신뢰도:0%
    14:36→14:39: 종가:19,900 | 거래량:14,282 | 🔴회피(시가대비27.6%상승(22%이상차단)) | 신뢰도:0%
    14:39→14:42: 종가:19,910 | 거래량:15,535 | 🔴회피(시가대비27.6%상승(22%이상차단)) | 신뢰도:0%
    14:42→14:45: 종가:19,660 | 거래량:20,391 | 🔴회피(시가대비26.0%상승(22%이상차단)) | 신뢰도:0%
    14:45→14:48: 종가:19,730 | 거래량:11,155 | 🔴회피(시가대비26.5%상승(22%이상차단)) | 신뢰도:0%
    14:48→14:51: 종가:19,690 | 거래량:9,818 | 🔴회피(시가대비26.2%상승(22%이상차단)) | 신뢰도:0%
    14:51→14:54: 종가:19,790 | 거래량:8,551 | 🔴회피(시가대비26.9%상승(22%이상차단)) | 신뢰도:0%
    14:54→14:57: 종가:19,690 | 거래량:15,537 | 🔴회피(시가대비26.2%상승(22%이상차단)) | 신뢰도:0%
    14:57→15:00: 종가:19,690 | 거래량:6,597 | 🔴회피(시가대비26.2%상승(22%이상차단)) | 신뢰도:0%
    15:00→15:03: 종가:19,260 | 거래량:28,161 | 🔴회피(시가대비23.5%상승(22%이상차단)) | 신뢰도:0%
    15:03→15:06: 종가:19,240 | 거래량:16,185 | 🔴회피(시가대비23.3%상승(22%이상차단)) | 신뢰도:0%
    15:06→15:09: 종가:18,950 | 거래량:43,292 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:09→15:12: 종가:19,070 | 거래량:12,274 | 🔴회피(시가대비22.2%상승(22%이상차단)) | 신뢰도:0%
    15:12→15:15: 종가:18,510 | 거래량:25,980 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:15→15:18: 종가:18,100 | 거래량:49,725 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:18→15:21: 종가:18,140 | 거래량:19,887 | 🔴회피(4단계패턴없음) | 신뢰도:0%

=== 170790 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:00:25
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:12,020 | 거래량:74,138 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:15→09:18: 종가:12,400 | 거래량:94,063 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:18→09:21: 종가:12,400 | 거래량:174,629 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:21→09:24: 종가:12,180 | 거래량:40,373 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:24→09:27: 종가:12,070 | 거래량:29,215 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:27→09:30: 종가:12,030 | 거래량:22,669 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:30→09:33: 종가:12,040 | 거래량:30,598 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:33→09:36: 종가:12,410 | 거래량:81,655 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:36→09:39: 종가:12,360 | 거래량:147,829 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:39→09:42: 종가:12,100 | 거래량:68,475 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:42→09:45: 종가:12,240 | 거래량:22,183 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:45→09:48: 종가:12,140 | 거래량:14,476 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:48→09:51: 종가:12,110 | 거래량:16,074 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:51→09:54: 종가:12,090 | 거래량:9,019 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:12,140 | 거래량:6,434 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:57→10:00: 종가:12,270 | 거래량:15,651 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:00→10:03: 종가:12,140 | 거래량:9,732 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:03→10:06: 종가:12,040 | 거래량:27,814 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:06→10:09: 종가:12,070 | 거래량:5,808 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:09→10:12: 종가:12,070 | 거래량:13,078 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:12→10:15: 종가:12,070 | 거래량:21,616 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:15→10:18: 종가:11,680 | 거래량:65,126 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:18→10:21: 종가:11,570 | 거래량:50,597 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:11,950 | 거래량:45,424 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:11,920 | 거래량:47,311 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:27→10:30: 종가:11,830 | 거래량:11,325 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:30→10:33: 종가:11,770 | 거래량:11,523 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:33→10:36: 종가:11,620 | 거래량:13,876 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:36→10:39: 종가:11,770 | 거래량:10,332 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:39→10:42: 종가:11,640 | 거래량:7,267 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:42→10:45: 종가:11,670 | 거래량:3,234 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:45→10:48: 종가:11,700 | 거래량:3,245 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:48→10:51: 종가:11,660 | 거래량:14,411 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:51→10:54: 종가:11,570 | 거래량:2,250 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:54→10:57: 종가:11,700 | 거래량:1,752 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:57→11:00: 종가:11,680 | 거래량:1,259 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:00→11:03: 종가:11,730 | 거래량:3,724 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:03→11:06: 종가:11,630 | 거래량:2,880 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:06→11:09: 종가:11,500 | 거래량:16,168 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:09→11:12: 종가:11,600 | 거래량:2,848 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:12→11:15: 종가:11,600 | 거래량:2,138 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:15→11:18: 종가:11,640 | 거래량:1,506 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:18→11:21: 종가:11,750 | 거래량:12,572 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:21→11:24: 종가:11,640 | 거래량:2,942 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:24→11:27: 종가:11,640 | 거래량:2,522 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:27→11:30: 종가:11,640 | 거래량:681 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:30→11:33: 종가:11,630 | 거래량:1,812 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:33→11:36: 종가:11,600 | 거래량:5,758 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:36→11:39: 종가:11,660 | 거래량:1,221 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:39→11:42: 종가:11,910 | 거래량:50,203 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:42→11:45: 종가:11,830 | 거래량:21,291 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:45→11:48: 종가:11,690 | 거래량:8,150 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:48→11:51: 종가:11,770 | 거래량:5,205 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:51→11:54: 종가:11,820 | 거래량:4,979 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:54→11:57: 종가:11,920 | 거래량:7,576 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:57→12:00: 종가:11,810 | 거래량:5,146 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:00→12:03: 종가:11,720 | 거래량:9,748 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:03→12:06: 종가:11,680 | 거래량:2,955 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:06→12:09: 종가:11,610 | 거래량:6,475 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:09→12:12: 종가:11,680 | 거래량:2,672 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:12→12:15: 종가:11,680 | 거래량:1,531 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:15→12:18: 종가:11,620 | 거래량:4,391 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:18→12:21: 종가:11,570 | 거래량:9,775 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:21→12:24: 종가:11,540 | 거래량:14,031 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:24→12:27: 종가:11,640 | 거래량:6,830 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:27→12:30: 종가:11,580 | 거래량:2,262 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:30→12:33: 종가:11,620 | 거래량:9,740 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:33→12:36: 종가:11,530 | 거래량:1,897 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:36→12:39: 종가:11,520 | 거래량:4,570 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:39→12:42: 종가:11,520 | 거래량:5,037 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:42→12:45: 종가:11,490 | 거래량:5,749 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:45→12:48: 종가:11,355 | 거래량:23,001 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:48→12:51: 종가:11,440 | 거래량:3,411 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:51→12:54: 종가:11,510 | 거래량:2,024 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:54→12:57: 종가:11,470 | 거래량:3,125 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:57→13:00: 종가:11,420 | 거래량:3,064 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:00→13:03: 종가:11,470 | 거래량:5,058 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:03→13:06: 종가:11,540 | 거래량:4,372 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:06→13:09: 종가:11,530 | 거래량:1,128 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:09→13:12: 종가:11,490 | 거래량:1,077 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:12→13:15: 종가:11,550 | 거래량:3,495 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:15→13:18: 종가:11,510 | 거래량:2,291 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:18→13:21: 종가:11,510 | 거래량:3,100 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:21→13:24: 종가:11,440 | 거래량:3,852 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:24→13:27: 종가:11,430 | 거래량:3,015 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:27→13:30: 종가:11,330 | 거래량:10,577 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:30→13:33: 종가:11,390 | 거래량:3,397 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:33→13:36: 종가:11,360 | 거래량:3,793 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:36→13:39: 종가:11,260 | 거래량:13,044 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:39→13:42: 종가:11,260 | 거래량:6,941 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:42→13:45: 종가:11,260 | 거래량:4,036 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:45→13:48: 종가:11,220 | 거래량:8,357 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:48→13:51: 종가:11,220 | 거래량:7,970 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:51→13:54: 종가:11,320 | 거래량:3,213 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:54→13:57: 종가:11,300 | 거래량:5,130 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:57→14:00: 종가:11,270 | 거래량:3,376 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:00→14:03: 종가:11,350 | 거래량:4,916 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:03→14:06: 종가:11,360 | 거래량:5,720 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:06→14:09: 종가:11,350 | 거래량:546 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:09→14:12: 종가:11,320 | 거래량:1,566 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:12→14:15: 종가:11,340 | 거래량:3,971 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:15→14:18: 종가:11,320 | 거래량:757 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:18→14:21: 종가:11,240 | 거래량:3,211 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:21→14:24: 종가:11,350 | 거래량:4,395 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:24→14:27: 종가:11,380 | 거래량:3,721 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:27→14:30: 종가:11,390 | 거래량:2,806 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:30→14:33: 종가:11,400 | 거래량:17,940 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:33→14:36: 종가:11,460 | 거래량:5,487 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:36→14:39: 종가:11,480 | 거래량:3,270 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:39→14:42: 종가:11,630 | 거래량:11,102 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:42→14:45: 종가:11,490 | 거래량:4,240 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:45→14:48: 종가:11,470 | 거래량:5,172 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:48→14:51: 종가:11,540 | 거래량:3,301 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:51→14:54: 종가:11,500 | 거래량:2,759 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:54→14:57: 종가:11,540 | 거래량:3,074 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:57→15:00: 종가:11,440 | 거래량:2,217 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:00→15:03: 종가:11,470 | 거래량:3,616 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:03→15:06: 종가:11,460 | 거래량:3,544 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:06→15:09: 종가:11,500 | 거래량:3,043 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:09→15:12: 종가:11,450 | 거래량:6,011 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:12→15:15: 종가:11,430 | 거래량:7,716 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:15→15:18: 종가:11,390 | 거래량:4,483 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:18→15:21: 종가:11,400 | 거래량:5,480 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%

=== 413630 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 12:39:14
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:3,000 | 거래량:16,057 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:15→09:18: 종가:2,965 | 거래량:38,846 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:18→09:21: 종가:2,975 | 거래량:14,140 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:21→09:24: 종가:2,995 | 거래량:32,660 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:24→09:27: 종가:2,970 | 거래량:28,216 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:27→09:30: 종가:3,005 | 거래량:31,533 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    09:30→09:33: 종가:3,050 | 거래량:339,014 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    09:33→09:36: 종가:3,025 | 거래량:65,517 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:36→09:39: 종가:3,050 | 거래량:28,267 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    09:39→09:42: 종가:3,020 | 거래량:19,791 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:42→09:45: 종가:3,070 | 거래량:52,562 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:45→09:48: 종가:3,055 | 거래량:9,187 | 🔴회피(시가대비1.8%상승(2%미만차단)) | 신뢰도:0%
    09:48→09:51: 종가:3,040 | 거래량:15,846 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:51→09:54: 종가:3,020 | 거래량:16,371 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:3,020 | 거래량:16,808 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:57→10:00: 종가:3,020 | 거래량:2,518 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:00→10:03: 종가:2,990 | 거래량:24,348 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:03→10:06: 종가:2,975 | 거래량:15,933 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:06→10:09: 종가:2,975 | 거래량:28,224 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:09→10:12: 종가:2,955 | 거래량:24,085 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:12→10:15: 종가:2,975 | 거래량:20,412 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:15→10:18: 종가:2,970 | 거래량:11,698 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:18→10:21: 종가:2,965 | 거래량:9,430 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:2,965 | 거래량:24,973 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:2,965 | 거래량:4,561 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:27→10:30: 종가:2,955 | 거래량:4,526 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:30→10:33: 종가:2,935 | 거래량:51,009 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:33→10:36: 종가:2,945 | 거래량:4,139 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
